cell_type,image_path,mask_path,total_pixels,non_black_pixels,non_black_ratio,mean_intensity,std_intensity,nucleus_area_px,nucleus_diameter_px,nucleus_area_um2,nucleus_diameter_um
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_139512.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_139512_mask.png,50176,228,0.004544005102040816,0.6899713010204082,10.313086711779677,228,17.03815178355966,10.295625577569009,3.620607355561724
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_94403.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_94403_mask.png,50176,819,0.016322544642857144,1.8709741709183674,15.089786740666588,819,32.29215364663835,36.98297082468867,6.86208284238688
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_23528.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_23528_mask.png,50176,873,0.01739875637755102,1.8756975446428572,14.775643113454446,873,33.33973788969849,39.421408461481334,7.08469450028125
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_52720.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_52720_mask.png,50176,560,0.011160714285714286,1.6882573341836735,16.318903002631313,560,26.702324712498182,25.287501418590548,5.674244160564119
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_159468.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_159468_mask.png,50176,1333,0.026566485969387755,3.7932876275510203,23.665962178826966,1333,41.197430904511165,60.19328462675214,8.754454312764443
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_150033.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_150033_mask.png,50176,839,0.016721141581632654,3.012515943877551,23.491520287759805,839,32.684063058818154,37.88609587535262,6.945363594811052
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_155075.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_155075_mask.png,50176,1773,0.03533561862244898,2.800880899234694,16.894240732248658,1773,47.51266897171157,80.062035741359,10.096442439686282
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_30848.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_30848_mask.png,50176,847,0.016880580357142856,2.6325932716836733,20.383056353438935,847,32.839517267930155,38.2473458956182,6.9783976151739315
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_30802.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_30802_mask.png,50176,426,0.008490114795918368,1.5156050701530612,16.49942249614438,426,23.28948359361322,19.236563579142093,4.949015402458946
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_136971.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_136971_mask.png,50176,244,0.004862882653061225,0.6959103954081632,10.342685607897387,244,17.625846048215095,11.018125618100166,3.7454923903039354
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_135505.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_135505_mask.png,50176,317,0.006317761479591837,0.318538743622449,4.085160005632283,317,20.090219901261573,14.314532053023576,4.269171848765125
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_76655.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_76655_mask.png,50176,114,0.002272002551020408,0.2993263711734694,6.401143461929579,114,12.047792665040703,5.147812788784504,2.560156013131589
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_130928.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_130928_mask.png,50176,1029,0.0205078125,2.0166613520408165,14.258688212979498,1029,36.19618062078487,46.46578385666013,7.691688597662832
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_155297.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_155297_mask.png,50176,744,0.01482780612244898,2.3265904017857144,19.126219804811445,744,30.77808020788433,33.596251884698866,6.540342227627071
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_65198.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_65198_mask.png,50176,307,0.006118463010204082,1.1867625956632653,15.437854277747718,307,19.77080019204319,13.862969527691604,4.201295158652328
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_52374.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_52374_mask.png,50176,1071,0.021344866071428572,3.3207110969387754,22.981467791827182,1071,36.92749046999213,48.36234646305442,7.8470919449783185
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_53167.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_53167_mask.png,50176,436,0.008689413265306123,1.8524394132653061,20.025275732344003,436,23.56124872549269,19.68812610447407,5.006765494603181
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_24276.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_24276_mask.png,50176,923,0.018395248724489797,1.9013273278061225,14.150211488321341,923,34.28119163317628,41.679221088141205,7.284753426381781
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_72437.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_72437_mask.png,50176,1443,0.028758769132653062,4.485770089285714,26.954470570466246,1443,42.863558683954835,65.16047240540385,9.108506475827117
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_145682.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_145682_mask.png,50176,524,0.010443239795918368,0.9845344387755102,9.924152326551607,524,25.829779740470595,23.66187632739544,5.488828348807484
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_140302.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_140302_mask.png,50176,596,0.011878188775510204,1.493084343112245,14.03593551053269,596,27.547246117573295,26.913126509785652,5.853789964178705
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_52492.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_52492_mask.png,50176,335,0.006676498724489796,0.7690130739795918,9.92052770011158,335,20.65272978291924,15.12734459862113,4.3887052019701995
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_90645.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_90645_mask.png,50176,739,0.014728156887755101,2.5327845982142856,21.15675731036086,739,30.67448489476694,33.37047062203288,6.51832822297215
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_51626.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_51626_mask.png,50176,1381,0.02752311862244898,5.245854591836735,31.871471874118622,1381,41.93261035613285,62.360784748345615,8.91067995061606
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_52560.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_52560_mask.png,50176,883,0.017598054846938774,2.42659837372449,18.316773147249236,883,33.53014342350997,39.87297098681331,7.125155677351094
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_53099.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_53099_mask.png,50176,548,0.01092155612244898,1.416354432397959,13.720301400146326,548,26.414679072721462,24.74562638819218,5.613119460397065
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_24219.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_24219_mask.png,50176,139,0.0027702487244897957,0.2644889987244898,5.178342371969956,139,13.303394180365686,6.2767191021144395,2.826971342622116
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_158698.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_158698_mask.png,50176,575,0.011459661989795918,2.2863919005102042,21.90124816819193,575,27.05758189903005,25.964845206588507,5.749736314819639
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_24145.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_24145_mask.png,50176,434,0.008649553571428572,1.8625438456632653,20.500094771017185,434,23.507147049675353,19.597813599407672,4.995268888169526
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_77435.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_77435_mask.png,50176,491,0.009785554846938776,1.0180564413265305,10.623598385253045,491,25.003212122944625,22.171719993799925,5.313182725156488
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_137532.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_137532_mask.png,50176,346,0.006895727040816327,1.463787468112245,17.957740195045098,346,20.98906578384008,15.624063376486301,4.460176604170596
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_142851.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_142851_mask.png,50176,148,0.0029496173469387753,0.13358976403061223,2.6283367845964056,148,13.727325035155395,6.683125374913216,2.9170566517917536
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_87011.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_87011_mask.png,50176,326,0.006497130102040816,1.1307597257653061,14.248553149336777,326,20.37341629633241,14.720938325822354,4.32935108440566
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_92192.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_92192_mask.png,50176,296,0.005899234693877551,0.6580038265306123,8.76070471477467,296,19.413369239820483,13.366250749826431,4.125341079174549
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_124310.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_124310_mask.png,50176,1707,0.0340202487244898,5.925661670918367,32.144368366642084,1707,46.61995176813166,77.08172307416797,9.906740028604542
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_24240.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_24240_mask.png,50176,496,0.009885204081632654,2.1796875,22.2240186754909,496,25.13019725725687,22.39750125646591,5.340167066954731
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_87259.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_87259_mask.png,50176,1252,0.024952168367346938,3.407904177295918,21.87853307164568,1252,39.926130666625134,56.53562817156315,8.48430300463612
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_109149.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_109149_mask.png,50176,545,0.010861766581632654,2.2717235331632653,22.255314284414318,545,26.34227689249097,24.610157630592585,5.597733996666534
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_149226.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_149226_mask.png,50176,465,0.009267378826530613,1.4023636798469388,15.211028637563023,465,24.33220886606579,20.997657427936794,5.170594529070245
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_157876.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_157876_mask.png,50176,194,0.003866390306122449,0.7613400829081632,12.477846318426495,194,15.716503163191918,8.760312991440296,3.33975701585594
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_81684.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_81684_mask.png,50176,523,0.010423309948979591,1.9207987882653061,19.180837342857636,523,25.805121233904135,23.616720074862243,5.483588416015135
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_116590.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_116590_mask.png,50176,1235,0.024613360969387755,3.9072863520408165,25.73999315482824,1235,39.65414023463283,55.76797187849879,8.426505036216566
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_147105.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_147105_mask.png,50176,333,0.006636639030612245,0.447265625,5.58197916577283,333,20.590987552733093,15.037032093554735,4.37558497768763
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_24291.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_24291_mask.png,50176,1165,0.02321827168367347,3.558494100765306,23.402564234532086,1165,38.51394643004615,52.607034201174976,8.184213845945813
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_156437.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_156437_mask.png,50176,338,0.0067362882653061226,1.3717514349489797,17.31468982531564,338,20.7449985808745,15.262813356220722,4.408312322085656
B cells,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/img/Xenium_human_Lung_Cancer_FFPE_nucleus_31207.png,/hpc/group/jilab/rz179/cellpt/nucleus_data/Xenium_human_Lung_Cancer_FFPE/mask/Xenium_human_Lung_Cancer_FFPE_nucleus_31207_mask.png,50176,722,0.014389349489795918,3.0515385841836733,25.393981321033802,722,30.319613310508885,32.60281432896853,6.442918009202113
